"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-21","","17.6800625"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-20","","17.38906945"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-19","","18.65770139"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-18","","17.42350282"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-17","","16.960625"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-16","","16.28140278"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-15","","18.08338383"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-14","","18.36211511"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-13","","18.67229567"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-12","","18.61522917"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-11","","18.353625"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-10","","18.18840972"
