"Estacion","Fecha inicial","Fecha final","P"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-21","","603.28121092"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-20","","603.38846692"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-19","","603.97355068"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-18","","604.22524902"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-17","","604.4129574"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-16","","604.09697215"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-15","","603.61108507"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-14","","603.75018754"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-13","","603.7152934"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-12","","604.0993217"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-11","","605.05975453"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-10","","605.22750479"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-09","","605.40324143"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-08","","605.54789218"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-07","","604.61799303"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-06","","604.89188443"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-05","","604.92980537"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-04","","604.47379032"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-03","","603.79334416"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-02","","604.60910541"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-01","","605.17875303"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-31","","604.76269611"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-30","","604.83078582"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-29","","604.67242332"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-28","","605.26841607"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-27","","605.16474431"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-26","","604.91908037"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-25","","603.68465121"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-24","","603.71540872"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-23","","604.84327977"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-22","","604.27661196"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-21","","604.35079444"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-20","","604.17113865"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-19","","603.90379603"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-18","","603.89974056"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-17","","605.12194194"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-16","","605.64794323"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-15","","606.00360507"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-14","","604.72699425"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-13","","603.8757502"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-12","","603.98954426"
