"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-15","","25.25333333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-14","","24.97130556"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-13","","22.32073611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-12","","23.33249306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-11","","21.34670833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-10","","22.87517361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-09","","22.99616667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-08","","24.01041667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-07","","23.01821528"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-06","","22.27558333"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-05","","22.46998611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-04","","24.62492361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-03","","24.17619444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-02","","25.76578472"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-08-01","","25.33240278"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-31","","25.66535507"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-30","","25.74348611"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-29","","26.63736806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-28","","24.65468056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-27","","24.21536805"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-26","","25.45345833"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-25","","25.97115972"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-24","","25.81736111"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-23","","25.48944445"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-22","","26.04761806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-21","","25.49968056"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-20","","25.47917361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-19","","24.65425694"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-18","","25.208125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-17","","25.60563889"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-16","","25.78094444"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-15","","25.63516667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-14","","25.76416667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-13","","24.73224306"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-12","","22.73786806"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-11","","25.44667361"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-10","","25.5939375"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-09","","25.66064583"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-08","","25.70063194"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-07","","25.13291667"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-06","","24.35376389"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-05","","21.480125"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-04","","22.76242609"
"POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVID","2024-07-03","","22.2944375"
